,hashCode,inputs_Values
288,6c4f43b89a837fb1fc5bdbd6804448c811e70d2c1e0a90e90a129d41f09904b6,2420235
289,5ac343167f5e9576fa5bed2f88a887c5547c4deece4bfd9b54e6058a83e80f2a,2065948
290,a46deee10d405043d7c7b30a53aae352dce5cf3cb56bf54ad44a2bf600602efc,32867
291,be8a602ad43929f72e00362c1fdbdfe32296cd5c6c5c07970014c95aeabe2b8d,3168755
292,9f3aa4d5dd01fbf48061bc208271267d7752bd73d1ea25fe046dd63ea3b328c0,83500
293,45489e8185178dae15cf1c1df1739e1762f4aee85d5ab362004a6882dff93375,108987754
294,635c3d21421380401153d974ccab1da7555e34d894560686590af67000f4bcd5,145267
295,61f36b8567bf450226affa8d2138ddd7f54faa7a5e1a01018b891bf6aee54f0f,130345
296,de4387cbb0aba2babbd7bb1746b46729325e5063fba69eeb80af4950613ca6b0,12326127
297,fd4f0bb0ac2b0390bd746dd236aed9d9f2298d6ecd50ef998875c79b7d094ef6,5173737
298,534ed60ec6654a4a805a679cb5957a00ca0a4704919c6e28b2c3a92ecdeb5949,3782231
299,e7835901cab8bc473953d1f1f45f318568b1857d5ab49eac56a651ec16e46423,1534118
300,37439d595be12077d33dccf13b6bb934ff05c456b0977740e36c25332f15bbd0,39089
301,cb6b8542eeed7b736df05f7d3c62ce91fe03f5291b3da497e708ec95f040fbee,12736018
302,b9bf85559195e4c135eac0fba2c82cb27fae6fe89ca9768dae01dc3a6aa19ba6,6008505
303,dadc4699d6caaf588ae8dd37bbc06e147d16df54f399f5f4e23c1d8af3d85586,5707951
304,bbb64082f2a19f916265bda5ddb0dcbd6b7d11b2d6347c695971893bc4ca8f54,690787
305,52de284bccbd41219f95eb2ed6223495bebd2af6544151a8b1944b9e05a30ee1,659877
306,ffd106bdc17c3bea018a857c180b73a1629bff66835d06f8c3af5499e206336a,9834001
307,2ea7183c20633a33e6c740fc06af173746f70e712325a34e84b686ef16566772,13589712
308,c0819bfd173a6421516401eda509f6af8aff79c491d571f528597b89b3270713,4246150
309,8d18fcf13070080379857a5ab748ee870f020c544c64d94bb54eb794f44f9da2,185086778
310,0e88b670c27dea6d7010837d11a6887656741587a91213efd92378c9daa64e3d,165085874
311,804eede0754a16502059451526a1bf0f828c4b02274be4f98a752e988aaef9d6,95058
312,060b94407a25ad85f67d0d52e29407488fdc09d1fccb4d2664c5093318c5cfc4,64179
313,e501b8ab6ee7fa592bedfa35e59e3b8986635cd649d92fab70ead1b6ea2d3598,3539758
314,ccc486fb44c17a8d1f616cbdc9abebe06e699f4c7c624e95624ad501ec2939d1,3509155
315,190c2b5edd9bbabe5f7ef7fcbb0370b2cb248475b4336016388d50640a703e03,6201638
316,8f05ee94f06fe08153f1bf5032dff71bc9c5ec5c8e11127d3e831827582d9bde,6081001
317,87b26815a92d538924b6398b115cb46b07f4a2d76ec462f5c27f8910c93dc5d9,1570816
318,65d5bfc3daa17603322557c6848b97e2c922627b2239d8ca82cb3ecc705db9c2,939688
319,48dd758d3911fe12c0fe443592e411a37ecc2519b7b7d8bfdc6721e33268521f,1403506
320,66152962e9cf2b3835a59015a1537469c6bbdb591c973c2f95224ea19e84f1ca,899794
321,a5e4f05332cf49017f929b579c44607891c4cf31f7d866c4e1cdb65944266a55,759000
322,ddcf9c286928afb5fdd71ef6276bee288e7c6eacf383161cf3eeef6613a6c607,50533
323,629b60b2c4bcc59c194331231f7b02842e1e96c61802ca994bb8f6695a47bf88,309659
324,3469cbb02f4b81bfdea59c1ed1cd08ee5686d2d900781d048936d5d78d1e0fb8,27503
325,f95004427e389d716f131d83f8760fa2e16ad2383cecda73bba15d18eda5195a,561644
326,f7489381ebbc5aec0890a58856621ca7edea1ce23fd1be95c28211e784aa8a83,5975
327,c0af64a1d3ec4aacab106727b4109fda0cc59b89b5799dabdbe9bc47ab2eb2de,1278531
328,363cec9ede5f2407c65cd61e2428f928012e97f863eaa814feae8c788949b70c,12824000
329,810b0e3dc6da241dd019bea488653158870393320ba70793be1b05fdb4438be4,12680131
330,9015fe228387fd31aba394b72789c14f6fc1085caf0533530a13c1027f510aff,12787570
331,49f2c0cf5a9c34f60006b6fb0fba499b9687e50cbd7e5b0b9a3ddac9ed91280f,6988340
332,11d95f0e6af285241ad9e8f662429d227d3848dbdd9b8c985813ea8621e93942,637997
333,a053f1c2f8112d768388ef8f6ffe0a5001e1dad51e5738fe345c8b074ad842e5,37261
334,92e85dd534e3a7fec78f3b1f1dfeae05d73563f53e6a8df3fc47ed020309a180,142100
335,1a27cfea3456b75cf5ea2c74c1ea0114889e2f9583c90fbecd63c929861f1d55,135092
336,6d5fb1d371e05c8bd3f6745f01d1a7a40b9ad91fd2de11b4686cff9119fdb18f,508074
337,5eb07c5667d63711d07684e9d24817625e8fa717b2d77464f2f3c790ba8214d8,154606
338,2cd30fddf526f4a1a808c7ee65721f236f35362161bd65b7cdff9e22deee6ce1,117134
339,ad0d48f0594777286190e1b813eed8e4dd11dd424f4daf261117987152e51a28,760643
340,8c51ca2da98cb69e772bec30c444c59a03f79bb68112d9b1d55c7197fcfcc48d,729802
341,06450a4516820825ee5be3d7c56e02fc9eea99c64d313dac79ed8d165ef2d87c,4420000
342,f48ed100e42167c57ff07ba2d3c197747e964af0948c724e2b4d989ccb1dac79,3431195
343,3fd4878bb670671d2b5dc1c3b39fa4667634d2928cf1e1e2592fd9baf0146d26,622064
344,800231059a1463068fcaf96587b579a57ace664d98038a22afb78fc3c3d5a451,591177
345,958563c57bd6120041917745deb5ef7b5fda2dcfa7868d3395a51535c0c1f0b5,20482413
346,4d1e9696c7f9b5f507e864e1926f4d0e35a1b8ba10526f9b8c954fe90c5d3bfd,14792305
347,665e08e16dc18c86aa48ec44b47ae777932d3f52d7abc60bb067afca59bc28dc,639507
348,c465180ffbd8e1fc0f1972dec9127de6beeba7e1ce87f5f1ddd29a4d25b85be5,359734
349,e2b4a41b9289c4a13588a339342d94f618738b8656a21ab5aaa9f9dd6b18bb8b,7306464
350,255a55ee8caad5e35aa139a81fb049ccd2d0365a4546fcaccfee4fbb000c6492,12559035
351,32974c8ce5df89a25ae4764978fb5063d27af2527344c07df1e5a2e3151c7139,8388311
352,e5be9297721a61d01c811534ec122cdf9cd37c886e855f4e509458ef16659716,7951719
353,d4afa75e2f98ed008ae9e18e8e7430b8573592ab67c8f40176b7ee1bddf5e0e8,13100875
354,d8a9712ec6d73a4caec8f9c7f3000d2e83995831b5abd0f5b0fcc5d5f04a5eb2,12201450
355,870ad87517c6238f1f36b1f85e6d4de7d1f74328c0e8b9d2dfddd522d04e3fa7,1000000
356,6aa6bd6517c4e11577dedbd28c938d21889d7c7493cf630a6fc62f189cea26fd,569693
357,3208b49b48ffc96d49ae6fb302297618f7c26e78951a974b38a63515bb03cf4e,35910680
358,e874b4ea27b346a722df44958f38e17e1c55f26537bdb790c7a91b06028869e7,35310652
359,e58b73d46e3b54a76212bf7b51f68c5dd0545a47f2a236cfc78808501d739f76,35056059
360,afa98aad4862a091a4cbb1883a44436d96e9b2b75818cad1088528fcb6bff792,35894
361,a33d2e5a14a6c3f42023dd1b386227a99a57734a14aadfd9101ec1e60bbac61d,124000
362,fd66a17f7068df3b80f532d505331fd6745848ea62bf8065ded49c50b7cab340,89925
363,d6ff45520f7185b64556598d1074cc11f41b0c1ac75638475ab6fb56f69b46d2,2828112
364,b95da6316c5f6690a85769bf7bc866eaa7cb65cba433c46a0e953bc2fbc30055,2069400
365,09de5b095d1cb3f9f6dad478ce6aa682422486176430b87b2dde00bba42bae4f,1800392
366,f321663263172e2a7d420693cf952c63394011ce51bc3b60761c389e68016853,11112828
367,cc12bb728213cda3cb8e4972a543bcf6c66d0fde470fe439b77cc7e8ed9547d2,1462722
368,c2dd6049460e281974d9a9dfd8a44bc378ebb7489cd3b99575cb0ad399cd3b06,26084007
369,b40943120cfe1cd5119d9a9cb502db5ebd36cab4cc4e7f0bf4f7fb845c14990b,24379973
370,da13a7113c1e4ad6c32f2da6ba54225efac848b387e25a82b9685bf1803fcf77,192140
371,bd7777511a0cf78d9c2f5c920c1b892b2287adbc6f44c8fccf1f44f2cd5827fb,1701557
372,9000699575a266707840108605e89c4eafd85783399fa9331e5357146770a7f5,1289115
373,ba3531734b4443434a33f35295da1d234834436d06f0d604ec61b57b11f70320,1431881
374,2a065c74cff64d7e68c8305e6fb90ca6b0fb90ef45ad1d0d4d875e820d51ddeb,7033876
375,c51e87197b119e8c4307195d18ed34f0db5d5979cfa2948c156eb19fc374456b,16214098
376,0af7bcf28e475a9202a0bded921fd064a2bb5350d33cd0a2674639e5ab30e118,599863
377,2c6b972cd715aec5b2f511d39a98e2b8a4e85873ddfdd311a162e1986cc98463,1275885
378,cb107ccf3fff1170b065491a332c1c376c84cc21991fe41fcf5002225a6657aa,163021
379,8c2bccb66e03722b85f4978b4792fb2cd4e6ebdd18cb686b2f22d0a633d4bc09,1633000
380,f49a510b5e6eb1b12acb6615797803c97d2b933f6148897286d39565c1202d05,907881
381,d4b5dd92e2548591cabd76e73ac735bd53f1de050019a7ac8e4ea7c3c9c5500f,386147
382,090d258096158aa9a7b9a9e9748ad9c77e410ac6353b62ca4d320139e8c34834,142274
383,c98f5faf82ecf328d2f999f7be0e98285390a1469fce86324b225fa47335f469,2709352
384,9b038e3a65db0165fa238e30646dceda242fcb40b52d3efdeb25e0cc77bf2143,2655462
385,6a86d58f65d1e03d5a8773ef4a1735d5f89023142481dcfdde86ea67a4a93f96,2423714
386,dbc71135de4fff213f050641cc6c119bd082551d74bb2b10c366c5b744e634d5,2229204
387,3bf3e30a19aee734fefffb9a6b595563dd948f5eec2b72690d85cccb383c0992,2139819
388,96b6d86581d7fb5eb6a78b73d7992c1a4a9a1c5aa6a639e19c7bc7e0a035b5a6,2066868
389,682740205e4d33abdfb9f153a69eeeb2e315ec2e79a47fb22397b88335feb626,1991298
390,1891e3e2a7674992bed06b73e9a260a6b6a61feb9af2b2afda13b7e6682b09df,1861170
391,99bb5f32dfeb19b57bc91fa11799804d4e047c3646c8fa5cfa973a8817860b28,1730834
392,829c1b2e286287eea4523537e55f880f0b7c5ad888251b594a56d7df11ca1e98,1367877
393,b3422011561e70f620e885383edcc298a75d091bda6d4f0219a26019c704cee0,1272257
394,9850540ac68f1137328af8aae27ce757d2d9cc8f2a5370818a1ed730a71dd366,1196780
395,15ab6158ad46b603d76a60091756db84b487350b7b5fd476d8a130ea546a4d73,1107727
396,04f19393331621d5031b2c8277b63e2d1a4ff8102a9d84eb7c12c534db11c7b3,1032027
397,a6487b6dda4ccc2bc4c758b0b3c59c15700282c38d9563599355de116e07e53e,911154
398,0dce9b247d8b99def6e141dc22521fe11fb43a9e05bc910e62b222f4e99d731e,781069
399,204fe13927e700afb593d22f0af38346c1d3a8f25d390384682fc8b2423a288b,630829
400,b958df1c66c37a5422a0cd52e73cdd51be15e36897a470a7a3719ec38e018fc5,313353
401,94aaf6dbcdcc8ff49cf011f4d9e2093da76333b9b5ea771236063eb4146c4028,187120
402,0dbe4c279f851685fd9fa1658f6f4ccc8f3a0e514c6541615043477f5a330e7b,138273
403,dff582355a29bf5ecb243e359b8f507f5f6aaf2a4859da7caac272b9eaa5d137,58548
404,79a0fb22f09a0ec63fc1d34a5b58a6da4088f4c1d8c65a5b1f1bc984dd73e83a,35861
405,2538e08a26d03421b3979915da4814d7d913b7af5173efdad4a131f2ebcf48ea,18050
406,54de32e1541761356e93a0161f0799df2e0dad6eb4c1ff19748f418f731bc5e5,55300
407,8a4a6375f28da84a6934dcd8bb38917e4974fff72ae52704615c793d8ffa4345,122790000
408,caf3599707f9cf14c1611e2e96ee6dfefb44684e2d8e43df1588d96835af9f24,501599
409,a7fd4a88a2e3dbc72ad80a215eb61101e3881dcb381731ca752697cc0f668a2a,404713
410,6f01e1ab479508a88e4e8791d07b5c31cef7eda718ddb8663865025b3c17f55f,239526
411,256e2766aa352f1d136ef89a100199fa27a0980c440ed8ea4471218406636df3,33711
412,598b77148b2353273deb1ac8881e7c2be199f9d5aa9fcd7d1cbb7f44df9a7838,11976
413,839e8e7d0acda2b9621f790047d9f8cb04edd505cb0eeadc0d706b0b1b573b46,323601
414,33a408eb063cd9fbba6aafb499bf04c5f61aa84204bffb124b4918301e0ce39d,428752
415,b206b594340a48a64eacd75b517fd5e9b436c3fe4c315d3ffdc28c84f34f3c45,1378228
416,1d88e9286f74790037c4398d654ace0c954dbb9e6b435ced5b5bdef791110692,176939
417,0b0a26c566e58ee841141501535301c76b0573509de0f3fe51cce6ccdd77fcbd,599846
418,a1d161d74ae44e41113aa4ceed760601f785c84e6d8803cca3cb3c4b63ce5973,297544
419,f52e38e768255e1648b176677bb9eb801aac53e59c35e23ea3ea6a5b4008d87f,75039
420,b2be309a69fcd7599d0c34d677ee0233e0a0707301ffd83c01b58a3e3a469fca,65340
421,dc9a63a9cdde7e28ea874b58fcb1054ff3b1270f90c1da8d89da9f46b0255890,9536512
422,f3d14f8178ba7b24249cbe7274e23b4ec48e4586dc6211976f5cee3d26f03bb5,8877776
423,2a189d0a1444f1fdb8cc02a2fcaa0238a12bbf8173e03479c88bbba279cf043c,8683427
424,46d6b43e27f9a65d1b923f79813dff1c8491c418486503f5af0964ee312e4419,8489177
425,bb75130845787e48d8d5effdcfc3ab15cf2bc163451644828699d9d6ae76c357,43067120
426,b48cc7a261610b0fefca4128261c52fe320dfb33c9fc90119768865e24604cd8,699960000
427,6b8c93f0cf3bf86114f4ed04e691c63beca2f7cfeefca3d745c0a2093a69b7ed,100000000
428,2cc7e1919b8902ca3340f7a9bd1d1adfeec112f7414e6bddf21d1b3fa373d9ad,4450
429,3e51e0e13341b30102b2aabab909058de28fec018b29f5fdbf0508ffabac814b,680869
430,3395bcf85731b121c842fb8fe5e9101f9e20eba46214d13c1312429ff4d61428,560889
431,0c190fce026da2751109fd4d51128977e922ab1173382d70785b3ebe6b069320,176268
432,2a0b72e0fe9fb0184e0cd116abb4035f3d7401b439ea0908a86b736295e0fd8f,292439
433,77e1ff8088828b033b5932f1467b02ab501f7f8b1d990c1d3ebd081779fe1fc7,135574
434,9bb80c0b9034dc29360357204c1f8cb0b77cf2203ae074cff4cef59af255a9e7,2478500
435,97a2dc03ea9fc26b0b60aeb3bab2c7576fab32dcef2de33e0f653f1e11b0df17,75969
436,e8d6bb8176d5dbcd1cce6351e89377c543846d20a955b4434c13feff83c89d1c,3976240
437,7131ec153ecdb9bd16bd79cd4f85798a05b3c04a580c47af8f1a1ffb13dfbe2c,3218
438,849885495528ac400aa965f567dbe088bf10f70927b673d1b5b55d625945c9f1,1957949
439,5a37ddd0a0cfe69938fa858e2055675d6f46a813f32cde6f1f15bed669621d5c,321378168
440,519da50a044fcbe018d0ec17677e7c8b938b55f25286720fcfe22a0ca7d99388,8494957
441,3e58898ccade0e6ff562b174d6e9e98cdb1f831cd9a290ccab73219bf94ae9c5,319113090
442,8801138602601ae57c2501e2ce3885e95ad109d6477070afb3f7c0e5958e1c39,1187
443,0a9badaa08f3baca26d372be6bd2b0ef62c1d8aa0ec9a48b3bc763145c377240,511280
444,f3d766bc22e5122ffa1477fa875cbe27fd5c7c121bb4f1858a0335d0a183fc69,49524
445,8578e47349602ac5847b96d7496af6bea8c08d824b03de7703f9648abca2dfbe,1792019
446,66883a85e7dbfe19b178f15f5855af280177b9cc642716165a9604926f284177,1568245
447,521164a46c8f380adebdd7408a7413939862241293a3c57a7d3ab5b4bd625616,948546
448,1925d0d9564f13d0a5d244a4f593e299c71f0ab493c9659f3d16d657ac2dd6a6,412598
449,be326d0858bb87e16c8837efaf8f88cfc61df1cc94029773167a904dc611f7e4,15048968
450,9bc5dd5485035e5ef6169ea846cfeb12419224eb7524fefb043934d08e146ff6,259843
451,125514089351c6e14084995077c233bb8b8c17c091f1dac7ee21def2c00dc79f,206032
452,d39015c6e94e98093b067e0a0416ecf11553a8d31976cf25050c7113e1ed5cf9,4200000
453,663d2c35c8f8ac451bcfa07060d584c64e7c9b866666d4714f364ac527416391,170679
454,f9b69463b8858c5888929ef02ac6fcd733f68c38b5971405d520b1c735dc435b,22364
455,941e689a1a3d8cc2f88124c98ba714c74067398a75bb69cd20b375b18a41ff52,164271
456,7c05d5140aa06253583bad3681b0ef91ddaa75b7e827604dc9f757fedd80a455,370783
457,9080f084b766bb5809dcd68f802803814b027ec02363b61922fa5ea4eb488f09,324214
458,7f980fa29e9b86527aff4170727d73374aea73b9db9477a5f05093b2d7ab631d,1304500
459,9908f769608cfcdf4173200beb2a6a6de37f1fd8a3747ddc8a67c0dd89b21de6,321862
460,9ec49b78a42fa5fe7b3347b82cb8b10a4e24b70819e934bf50947c5432f8b527,5074244
461,f5b0ac4bc029db1a125f4879b5089db21d8a3665ffc755f0c446d8169c6bfaa7,4819444
462,e8a01c40bfa010c6dc017c5075ac3c69a03ee7c9baa193c01cd8a0941e634f4b,14975045
463,b02918f4adbea05bdfd284aee524a0767d204040174730951f0b7618fbb30652,6590366
464,9987f2860eef28da83986c0fc70f005e9cdc1a3a2dfe6a1020275566140f06d2,183535
465,020e4ae52bf2725ed7051065d709066489993b8a3dd4c19bef4f24a7900e087e,7750000
466,e05698674a1551001c5dacdd86ac54415b9c2969813771430c70a15316169a54,2677
467,585b003d7e83f6c7457fa0ae7aef7681ddb7ca83eed4f5f2374ddd271c7eedb0,3534000
468,adc1357cae65c7cfe83ac50f3092a46933050cdd516bd8e5b3a9f5d67925693c,593564
469,686375bb41dc3c7285303ad9500a8de106ae4149e7c09ed803ab3ccb39897c82,277605
470,f0ca96b2353a83a84d499d611924141d8217ef800cdbb90498981c2c58420b1c,234531
471,43fbb3b04fa4ba24d49fb492e3b4526560a1888108b155619b4228c4eff80c25,2015
472,e959260183ca3c3634b58d82d69c8ddd6290e78e5f9b6f3e8afa04691e22c62b,75167
473,72a1cb94ef59699dbec19c44b618e9a1dc7a19c39754c06271ec992b47b1ea18,67709
474,775eb630c664be90b4bb8dab1361f7e389a4a7841fc9dfcf8eca89988ba1b5b0,142113
475,ea10c30f12902094adf5fed843cb9af0c39f819b11d381750483f25b5996b82f,6088
476,c6226245a2472a08f5d4f98c9a73adf21e21242bc92b5184329e8dda2dde442d,70144
477,fea0f14a7959f0219721449a4cb738c05038c5863737689c47e464ba91d3000c,61712
478,f777cc6100986f2ac86259732022735bbb0390a8d0568d22330b0d4d402911df,393100
479,5028044fa1dcd375ef4e809d99e83d0710fbfe538e99e72ca864c76bb16513e4,359912
480,8481e35e8a4b7404274f33eb0f6367be327921cf89034f3b24cf392249439609,3028
481,5a9765e898f9b11efed702beceeb0b63613fd511e71d9110cebeb863a02deef3,202971
482,94153adc192a178b9c60315296d8fb494d13db76de823369756d9170bf778403,159950
483,3a9f706f1d570a9794224d3405884f1d8548bf0b3f8cc49e84f89b553d50d2b5,175875
484,8079b12897118973129ebff4b0bfe5ff955b26150202516b3eab52d2b3a262d8,79055
485,62091a603d581e091daefc19d6cd32c20e1f454dc58afc6c29c47711730df113,547
486,f956bc334ac26f30a8c7b4517d27889fe5c4cf6b87445056312dab3244f3e855,48772
487,2b0a1dd4bf93e65d679347bc8d505b0ad9242c7f92d3456485bd9b38493c1df3,6988955
488,f8d2987e8120f7e3ae70b9354bd9691ee08682a68ce41848c639a8865e8d86aa,294903
489,be44a61d18b72b569d95189dcef5e0e070aa670af68cbf0d211e3999e18c633c,43682
490,763b1301edff0efaf53b540fd521bb782bedd04cd6212b4a0f05a0c6d0cd4656,119621
491,f1aed5312ec8498dbc413613eef28dfcd770cd8e1c416c829eca528799bcae62,1858561
492,cec6d20eae6209684eb2917c9d25acf9a476e62575263cbf10ed1fb93ff3ab6e,4998027
493,3acc33892fb60f557c7a52b0d65e0bf414c3714637b24c81b2d2983f1715d3a3,54000
494,81e7bc05087e34703d3fa59bb030e1c24ecfa7d36bab50b7cb0867d9a7dc67ab,679
495,d08bf1c474e713bcdc1fdc3687b4f74bf9cf5897fd62dd7e11dc1e33659e2ab6,43895
496,23d613960ae27d620075516c81f4a58467dcba8eef581a2c7ee890eeefd0fb03,2424363
497,32308e0601094c682f5cf01e9dfc02d817104308a7ab09ed84aa95c055f0aa09,2318731
498,f6aba2c5c27251c3dc31b94ed90723d98e25117fe44dfb4a0b3974af9c2b14d8,2176741
499,399d7080d96bf1fce41873254f00369b2d72d476aad03358f7658acf024f7318,2104211
500,286aa8f4b2016aa985c239048648bc40b3da94321ba03083e9856578e6186cf7,2029630
501,b9f2535c8ba8c7063684ccca8698472ce1a0fd66d7854e62053fc2625f139311,1902617
502,32bd7ec06f3cb801d909c182ec0ed58ba23a29b27b5f64ba2a597636ef383814,1830904
503,09dd69c360a159ef82ea2ec07066442f90b6e39f9dae45da81048a3d78c8e67c,1705977
504,3d66f3b744f7fc25337da061aa164bed946cd876fbf60052607d8de409097c61,1620122
505,c1dafac9e92fc5bf1d3a55e193d29b58f7d031d98f56221a59f53959017a7382,1545566
506,5ad03ab39920b58a6cf411815362e1a8ac72c3403211db0a08171a3064a0cd38,164319
507,fe8163fc01ee7aa8ffd9c187b96ef8e3d215632b5c01300b3b4192d3b40fd66c,3794
508,0f6064515ba342c8aaa5462ee0c8ed8306cf3681a972c4a8d19d241ec5e118c2,2992220
509,e1f522e82aee002fc229efc9de8d00a7fba7bd6e8985661c31d49fef4d617675,7360
510,d66dc6df4f8a5d152c1abff1cebd4a5942c5be1623b8b47a37c3a13c550f2486,15767
511,b1953be54571f66432154f777fba7f30198996292a6d498ef2ace6deabfa1144,1492
512,95b383df7cdda3002f3edb2b64ea8a940ee74c6c648f51e06eb44b072e972a53,344782
513,db22ee9d5caeda807dafbac5b630e2c87e725175d329d20f8bfbe57bdb02d81c,284004
514,9a39b4d1e9e734295fc498e8ed3766b59ea254daa14443ff8548745eaa6aeb8d,223256
515,aab8fb6ade7cf35d768d57904f6b743fcb0321428ab49806af9b96788b6be89a,162508
516,84123a82360d1c22d4ad0943822d4db15180af8a354e54a2f409bd091282e86a,101740
517,3f26b0ee8bb3515e618af1b07fab39621fb461d312efbd148b35e5dba99057ea,38985
518,895fff44702cb6aaccc9a76cd4aff983d12f28b121de7a3c32a8409dd1bbdd4b,2205214
519,b5319678b5b93089bb12a6c36095b5cccc5c63dbb2490d7b452215418f1e8256,996297
520,cff266a217d1d663b3f0f2286a6adfe0046ffaeae6c32e8ccf575b42e19c78f7,4900
521,201a82c1988e6cebb8e78a3dc473d604d3935892dbff91f77fb98966043867ea,250000
522,5cdf79b1cfc2cbaeef4aeeb7615ee34fcba9ca90ef77d6b6caf0e2f8c5f05a45,2852525
523,e63d4cb819525701badeb5dbb7e422ccc6501fbf91fcea00a5d2bcfbb11cd1b6,2997235
524,99a33ceee3196d6af031a6374317900d8914c59692febe0250017f36eb177453,2672985
525,8713271d40c33f2233d3798c8407201f8a01995e48a3e3cdf620510daab99c61,108339
526,9d4f90fde1064644829cd4f5c02ede48d70826ea08854d9deea2f8a94e800099,61538360
527,b654cde7572d19eb84eebc15daefd99e6a28d690e16e48e1e7c26abf549c652f,3372356
528,3d3c36e78b8232a08579ba7ca1abcb16fb7747a24a6b2237681e7af140a30b0d,312478
529,8729293d46a59d0c529c356b6fd9671a4795395c2bbf45c5c3dab2fad57e05ed,269803
530,96e20cb4e2f2bc2cb32ff261053e3ffbb87a83f7ba5ab89ee3df2d4e5c6880de,163916
531,1d244036088ad879312e70ebbf7b718a190ea122701eb21640635905cc6337c0,76034
532,fcd6e051d68ac43cc44c575f7b39ecd14b4e1404dbe8d722813c525836a4b7ee,5682533
533,167c0d40c72b9206bcb46676d9380af620bf7bed65949fdf3b861bb232828abb,2297505
534,06ba2b9a24afa400da0b4128f83388c41f58e7e232ac0e1124319c391875f5d7,1576241
535,89c1ed0a1055e493e4f45a188a0d589f76ebe7608411a5066e7580b846f577ce,150050
536,b082f787e9ef2061b405089616442b434b1715aa0ff33e171093808692a27abd,5245683
537,b019156d3b2d2adf49e10ccb723531907ab1eef851f648fab3579eeda714951b,20219810
538,e9567850826043a62e1037a40736d244505d8335ea5ff33a0740c10d07484fde,19377539
539,dd02c9b49f2e92e4f03404860f20ec7d80fe014c36c3c2ab461072736e984ab2,16201955
540,e20a532189fcddb59db0bed0ec3d6d851d245b5a73504957b72e303c30a7b99e,15479098
541,7b999b7ba34268728684c4e89480299f971a175e94c109a76ea9bca6fc5e8d57,648566
542,966be7010631567c4ab8e897c139a60de071892f844865351d0dcbff82604c61,519307
543,34c183bb41597ef4e4be78e04efe77dda4eb8c9ec8c9c6d7469ad822fb76e899,445986
544,4533d8b1282c0bf8db9d1ffc44d06673d8df86a64633e7b92527644cf8ce50cf,298681
545,ff5bcbc20bcb96cf9e3b48502a8d6341193581310a311d1da6e8500973073543,741725
546,408a6d28167251d81cb7b1644c68fd5d8bf3a6c6f6f4bdfd6395d38917518021,8657
547,7e47f3409b60be768a5434b264223367f9ac57418fd17462f41ea867173b13df,7885
548,4129f4257903c9c008e4cdc9cada979c80ae9cb16f426241dad21e8f37340b3b,194289
549,29a576617e04fe959b5d4b09a05868703aaa7ca82db8d059feb42ebd198b2007,4999
550,ae5464a7d56bec5b02ebd57cdfca847b853be5fa61399dc1309dbbec3deca750,504722325
551,54b1e59fae06904a96c071e1aac55e8baffe9bf45a0ddaba10c87130fd5362a9,320462
552,fc447b43810789f5ef6ecbed7a437051296f13f552ac636543abce68bb8a8e9f,202759
553,daf452d232ef8eb0a5870e0efd1566ccf423d345747a385690254ba2d1260569,141787
554,a6a1e5b35e9af029bbc8723e5e1e03aedc31e4efbfbe6cd395100059591c5cba,2990427
555,fcc8886597aa2337e0c85bdb0a34ab04be4b62da555c57dec557509663912e3c,1561038
556,fe2736395846b61a8df671a7bb95bad1403f2e415c5cb4b6bf36c00d281a6fa6,710
557,bbd0da2fdd70a03bb73b441f260601788d40a4d354f814f10e96d2fd2cef8598,179999
558,00da4b94b5df79d65d6cae9d141d0e8a56d71c6dff99b554a46f70c128bb5819,500000
559,83b54b44123dc6c7fa7ab9e3b6dca0de06c395385950d46faec6f35023368041,249325
560,9b6461758884c7b2ed799b8b9554ad06acc736ad8e42ec24cf086a8bccbc1af4,88081
561,105afc3ae22f0c6ac0a01e9aed47351d0ef4ace440ae6eb5ff97eef1d1852a7c,2993
562,d39e372d3a17200d63957563227747c31e06515d5d8dc33c74081ca7be0eee41,376324
563,5401206d1738435d7724e605eae3d173e04f241b2e6ccb6adb394ebd482fb4c4,603326
564,9537f054554211c54e2f09da05b21b5980978b2487bc45e6f789d6fea4d5122a,2418324
565,47e73124ba776373379ee0fe4daa12d1f31b83a5d526cc5249e4065d24755cb5,94030
566,e0255a26c0c1566b45b1571a00c01481621c84501b80dab426b873cc2652c9a6,11683
567,aa39cd913df4be29c2d80add98fd0d9e24988058be87ae601ed9295edd48ae7a,102801173
568,394c4e7668fdc21e362d62542da626421aad7ecc6881456b52bd33ae0273b8ef,4021867
569,cfbe4e3ad3d8a80759ad8f74eb94d1b2ba70b5912e3473642a99c711209c08a9,602561
570,b4a6513356367f80507203e17ad6b344b8020e2e3608552cc45e594542dcc808,459926
571,492d1f3a47297e945a53d757ced149ea4ad5a51ec4ba7a3a27c7050d7a5ee050,53059
572,c0549d4122116fd9959842f07e1f38ec9010f84cecc9f406a06e9145b72cd80d,368000
573,0e63668260ff799a7e72c9726ff42793e2e80370942e899be401b91f8d3a92d0,102662
574,995dd087d31b5de1b7f214a849b71fa65db17b0e2696a947f397b2c94b6beaf9,1000000
575,2293a7bbb2c8ab27c25b86e63ed2551aaf0aebad79f2ac01c8868a49e8ba36db,373598
576,ea8240fb7f45f7e155e521ea7fe14006a449aa3dd6d8b15c3006c8f78a163225,865092
577,5881305a6feccc7918d659f1b5bc4152ddca6f1b63190e5c3c3ce036237b0d04,864246
